num;parish;parishno;tape_id;birthyear;gender;year;dialect;sg;voi;boundary;token;dur;pal;height;backness;bkn2l;rdness;stop;str;long;lat;rec_age
1;Agerskov;3074;395;1883;male;1972;Søn;negsg;;y;da1;18.1;negpal;low;front;nbk;negrd;d;negstr;9.129243;55.128751;89
2;Agerskov;3074;395;1883;male;1972;Søn;negsg;;;ba2;13.9;negpal;low;front;nbk;negrd;b;str;9.129243;55.128751;89
3;Agerskov;3074;395;1883;male;1972;Søn;negsg;;y;da1;23.9;negpal;low;front;nbk;negrd;d;negstr;9.129243;55.128751;89
4;Agerskov;3074;395;1883;male;1972;Søn;negsg;;;gar2;24.4;negpal;low;central;nbk;negrd;g;str;9.129243;55.128751;89
5;Agerskov;3074;395;1883;male;1972;Søn;negsg;;;gar2;22.4;negpal;low;central;nbk;negrd;g;str;9.129243;55.128751;89
6;Agerskov;3074;395;1883;male;1972;Søn;negsg;;;dar1;8.2;negpal;low;central;nbk;negrd;d;negstr;9.129243;55.128751;89
7;Agerskov;3074;395;1883;male;1972;Søn;negsg;;;ba2;6.3;negpal;low;front;nbk;negrd;b;str;9.129243;55.128751;89
8;Agerskov;3074;395;1883;male;1972;Søn;negsg;;;gi1;15.5;negpal;high;front;nbk;negrd;g;negstr;9.129243;55.128751;89
9;Agerskov;3074;395;1883;male;1972;Søn;negsg;;y;di1;21;negpal;high;front;nbk;negrd;d;negstr;9.129243;55.128751;89
10;Agerskov;3074;395;1883;male;1972;Søn;negsg;voi;;gæ1;20;negpal;mid;front;nbk;negrd;g;negstr;9.129243;55.128751;89
11;Agerskov;3074;395;1883;male;1972;Søn;negsg;voi;;dar2;6.3;negpal;low;central;nbk;negrd;d;str;9.129243;55.128751;89
12;Agerskov;3074;395;1883;male;1972;Søn;negsg;voi;;gar2;16.7;negpal;low;central;nbk;negrd;g;str;9.129243;55.128751;89
13;Agerskov;3074;395;1883;male;1972;Søn;negsg;;;gar2;24.2;negpal;low;central;nbk;negrd;g;str;9.129243;55.128751;89
14;Agerskov;3074;395;1883;male;1972;Søn;negsg;;;di1;24.6;negpal;high;front;nbk;negrd;d;negstr;9.129243;55.128751;89
15;Agerskov;3074;395;1883;male;1972;Søn;negsg;;y;di1;25.4;negpal;high;front;nbk;negrd;d;negstr;9.129243;55.128751;89
16;Agerskov;3074;395;1883;male;1972;Søn;negsg;;;by2;11.7;negpal;high;front;nbk;rd;b;str;9.129243;55.128751;89
17;Agerskov;3074;395;1883;male;1972;Søn;negsg;;y;dæ1;16.5;negpal;mid;front;nbk;negrd;d;negstr;9.129243;55.128751;89
18;Agerskov;3074;395;1883;male;1972;Søn;negsg;;;gå1;7.6;negpal;mid;back;bk;rd;g;negstr;9.129243;55.128751;89
19;Agerskov;3074;395;1883;male;1972;Søn;negsg;;y;di1;23.3;negpal;high;front;nbk;negrd;d;negstr;9.129243;55.128751;89
20;Agerskov;3074;395;1883;male;1972;Søn;negsg;;;goe2;34.7;negpal;low;central;nbk;negrd;g;str;9.129243;55.128751;89
21;Agerskov;3074;395;1883;male;1972;Søn;negsg;;;bøe1;8.8;negpal;mid;front;nbk;rd;b;negstr;9.129243;55.128751;89
22;Agerskov;3074;395;1883;male;1972;Søn;negsg;voi;;gar1;11.4;negpal;low;central;nbk;negrd;g;negstr;9.129243;55.128751;89
23;Agerskov;3074;395;1883;male;1972;Søn;negsg;;;bx1;10.6;negpal;mid;central;nbk;negrd;b;negstr;9.129243;55.128751;89
24;Agerskov;3074;395;1883;male;1972;Søn;negsg;;;gar1;24.3;negpal;low;central;nbk;negrd;g;negstr;9.129243;55.128751;89
25;Agerskov;3074;395;1883;male;1972;Søn;negsg;;;bu2;12;negpal;high;back;bk;rd;b;str;9.129243;55.128751;89
26;Agerskov;3074;395;1883;male;1972;Søn;negsg;;;gar1;17.3;negpal;low;central;nbk;negrd;g;negstr;9.129243;55.128751;89
27;Agerskov;3074;395;1883;male;1972;Søn;negsg;;;bu2;22.8;negpal;high;back;bk;rd;b;str;9.129243;55.128751;89
28;Agerskov;3074;395;1883;male;1972;Søn;negsg;;;gæ1;18.6;negpal;mid;front;nbk;negrd;g;negstr;9.129243;55.128751;89
29;Agerskov;3074;395;1883;male;1972;Søn;negsg;;;går2;16.3;negpal;low;back;bk;rd;g;str;9.129243;55.128751;89
30;Agerskov;3074;395;1883;male;1972;Søn;negsg;;;dy1;13.1;negpal;high;front;nbk;rd;d;negstr;9.129243;55.128751;89
31;Agerskov;3074;395;1883;male;1972;Søn;negsg;;y;di2;16;negpal;high;front;nbk;negrd;d;str;9.129243;55.128751;89
32;Agerskov;3074;395;1883;male;1972;Søn;negsg;voi;;bo1;4.6;negpal;mid;back;bk;rd;b;negstr;9.129243;55.128751;89
33;Agerskov;3074;395;1883;male;1972;Søn;negsg;;;bx1;17.7;negpal;mid;central;nbk;negrd;b;negstr;9.129243;55.128751;89
34;Agerskov;3074;395;1883;male;1972;Søn;negsg;;y;di1;18.9;negpal;high;front;nbk;negrd;d;negstr;9.129243;55.128751;89
35;Agerskov;3074;395;1883;male;1972;Søn;negsg;voi;;be1;3.5;negpal;high;front;nbk;negrd;b;negstr;9.129243;55.128751;89
36;Agerskov;3074;395;1883;male;1972;Søn;negsg;;y;di1;26.1;negpal;high;front;nbk;negrd;d;negstr;9.129243;55.128751;89
37;Agerskov;3074;395;1883;male;1972;Søn;negsg;voi;;gjæ1;8.9;pal;mid;front;nbk;negrd;g;negstr;9.129243;55.128751;89
38;Agerskov;3074;395;1883;male;1972;Søn;negsg;voi;;da2;18.1;negpal;low;front;nbk;negrd;d;str;9.129243;55.128751;89
39;Agerskov;3074;395;1883;male;1972;Søn;negsg;voi;;bo1;4.1;negpal;mid;back;bk;rd;b;negstr;9.129243;55.128751;89
40;Agerskov;3074;395;1883;male;1972;Søn;negsg;;;gå2;13.6;negpal;mid;back;bk;rd;g;str;9.129243;55.128751;89
41;Agerskov;3074;395;1883;male;1972;Søn;negsg;voi;;gå1;2.8;negpal;mid;back;bk;rd;g;negstr;9.129243;55.128751;89
42;Agerskov;3074;395;1883;male;1972;Søn;negsg;;;by2;10.2;negpal;high;front;nbk;rd;b;str;9.129243;55.128751;89
43;Agerskov;3074;395;1883;male;1972;Søn;negsg;;y;de1;18.2;negpal;high;front;nbk;negrd;d;negstr;9.129243;55.128751;89
44;Agerskov;3074;395;1883;male;1972;Søn;negsg;;;gx1;11.6;negpal;mid;central;nbk;negrd;g;negstr;9.129243;55.128751;89
45;Agerskov;3074;395;1883;male;1972;Søn;negsg;voi;;bå1;3.3;negpal;mid;back;bk;rd;b;negstr;9.129243;55.128751;89
46;Agerskov;3074;395;1883;male;1972;Søn;negsg;;y;di1;18.9;negpal;high;front;nbk;negrd;d;negstr;9.129243;55.128751;89
47;Agerskov;3074;395;1883;male;1972;Søn;negsg;;;gi1;38.5;negpal;high;front;nbk;negrd;g;negstr;9.129243;55.128751;89
48;Agerskov;3074;395;1883;male;1972;Søn;negsg;voi;;dar2;12.7;negpal;low;central;nbk;negrd;d;str;9.129243;55.128751;89
49;Agerskov;3074;395;1883;male;1972;Søn;negsg;;;dar1;18.7;negpal;low;central;nbk;negrd;d;negstr;9.129243;55.128751;89
50;Agerskov;3074;395;1883;male;1972;Søn;negsg;;;ba2;10.9;negpal;low;front;nbk;negrd;b;str;9.129243;55.128751;89
51;Agerskov;3074;395;1883;male;1972;Søn;possg;;;tæ2;63.3;negpal;mid;front;nbk;negrd;t;str;9.129243;55.128751;89
52;Agerskov;3074;395;1883;male;1972;Søn;possg;;y;ty1;46.5;negpal;high;front;nbk;rd;t;negstr;9.129243;55.128751;89
53;Agerskov;3074;395;1883;male;1972;Søn;possg;;y;pø2;34.4;negpal;mid;front;nbk;rd;p;str;9.129243;55.128751;89
54;Agerskov;3074;395;1883;male;1972;Søn;possg;;;te1;50.3;negpal;high;front;nbk;negrd;t;negstr;9.129243;55.128751;89
55;Agerskov;3074;395;1883;male;1972;Søn;possg;;;kø1;66.2;negpal;mid;front;nbk;rd;k;negstr;9.129243;55.128751;89
56;Agerskov;3074;395;1883;male;1972;Søn;possg;;y;te1;55.9;negpal;high;front;nbk;negrd;t;negstr;9.129243;55.128751;89
57;Agerskov;3074;395;1883;male;1972;Søn;possg;;;ku1;57.6;negpal;high;back;bk;rd;k;negstr;9.129243;55.128751;89
58;Agerskov;3074;395;1883;male;1972;Søn;possg;;;koe1;61.4;negpal;low;central;nbk;negrd;k;negstr;9.129243;55.128751;89
59;Agerskov;3074;395;1883;male;1972;Søn;possg;;y;kø2;69.6;negpal;mid;front;nbk;rd;k;str;9.129243;55.128751;89
60;Agerskov;3074;395;1883;male;1972;Søn;possg;;;par1;28.2;negpal;low;central;nbk;negrd;p;negstr;9.129243;55.128751;89
61;Agerskov;3074;395;1883;male;1972;Søn;possg;;y;ty2;83.9;negpal;high;front;nbk;rd;t;str;9.129243;55.128751;89
62;Agerskov;3074;395;1883;male;1972;Søn;possg;;;koe1;50;negpal;low;central;nbk;negrd;k;negstr;9.129243;55.128751;89
63;Agerskov;3074;395;1883;male;1972;Søn;possg;;;te1;52.6;negpal;high;front;nbk;negrd;t;negstr;9.129243;55.128751;89
64;Agerskov;3074;395;1883;male;1972;Søn;possg;;;kø1;77;negpal;mid;front;nbk;rd;k;negstr;9.129243;55.128751;89
65;Agerskov;3074;395;1883;male;1972;Søn;possg;;;ku1;41.6;negpal;high;back;bk;rd;k;negstr;9.129243;55.128751;89
66;Agerskov;3074;395;1883;male;1972;Søn;possg;;;koe1;56.9;negpal;low;central;nbk;negrd;k;negstr;9.129243;55.128751;89
67;Agerskov;3074;395;1883;male;1972;Søn;possg;;;te1;99.2;negpal;high;front;nbk;negrd;t;negstr;9.129243;55.128751;89
68;Agerskov;3074;395;1883;male;1972;Søn;possg;;;to1;57.7;negpal;mid;back;bk;rd;t;negstr;9.129243;55.128751;89
69;Agerskov;3074;395;1883;male;1972;Søn;possg;;;koe1;53.9;negpal;low;central;nbk;negrd;k;negstr;9.129243;55.128751;89
70;Agerskov;3074;395;1883;male;1972;Søn;possg;;y;kæ2;58.2;negpal;mid;front;nbk;negrd;k;str;9.129243;55.128751;89
71;Agerskov;3074;395;1883;male;1972;Søn;possg;;;tæ1;45.3;negpal;mid;front;nbk;negrd;t;negstr;9.129243;55.128751;89
72;Agerskov;3074;395;1883;male;1972;Søn;possg;;y;te1;52.5;negpal;high;front;nbk;negrd;t;negstr;9.129243;55.128751;89
73;Agerskov;3074;395;1883;male;1972;Søn;possg;;;koe1;69.4;negpal;low;central;nbk;negrd;k;negstr;9.129243;55.128751;89
74;Agerskov;3074;395;1883;male;1972;Søn;possg;;;kø2;50.8;negpal;mid;front;nbk;rd;k;str;9.129243;55.128751;89
75;Agerskov;3074;395;1883;male;1972;Søn;possg;;;kø1;54.3;negpal;mid;front;nbk;rd;k;negstr;9.129243;55.128751;89
76;Agerskov;3074;395;1883;male;1972;Søn;possg;;y;ty2;61.4;negpal;high;front;nbk;rd;t;str;9.129243;55.128751;89
77;Agerskov;3074;395;1883;male;1972;Søn;possg;;y;te1;43.5;negpal;high;front;nbk;negrd;t;negstr;9.129243;55.128751;89
78;Agerskov;3074;395;1883;male;1972;Søn;possg;;y;toe2;42.7;negpal;low;central;nbk;negrd;t;str;9.129243;55.128751;89
79;Agerskov;3074;395;1883;male;1972;Søn;possg;;;tx1;53.9;negpal;mid;central;nbk;negrd;t;negstr;9.129243;55.128751;89
80;Agerskov;3074;395;1883;male;1972;Søn;possg;;;ty2;48.6;negpal;high;front;nbk;rd;t;str;9.129243;55.128751;89
81;Agerskov;3074;395;1883;male;1972;Søn;possg;;;ku1;53.1;negpal;high;back;bk;rd;k;negstr;9.129243;55.128751;89
82;Agerskov;3074;395;1883;male;1972;Søn;possg;;;par1;10.2;negpal;low;central;nbk;negrd;p;negstr;9.129243;55.128751;89
83;Agerskov;3074;395;1883;male;1972;Søn;possg;;;ta2;54;negpal;low;front;nbk;negrd;t;str;9.129243;55.128751;89
84;Agerskov;3074;395;1883;male;1972;Søn;possg;;;tæ2;78;negpal;mid;front;nbk;negrd;t;str;9.129243;55.128751;89
85;Agerskov;3074;395;1883;male;1972;Søn;possg;;;ta2;54.4;negpal;low;front;nbk;negrd;t;str;9.129243;55.128751;89
86;Agerskov;3074;395;1883;male;1972;Søn;possg;;y;te1;83.1;negpal;high;front;nbk;negrd;t;negstr;9.129243;55.128751;89
87;Agerskov;3074;395;1883;male;1972;Søn;possg;;;toe1;86.4;negpal;low;central;nbk;negrd;t;negstr;9.129243;55.128751;89
88;Agerskov;3074;395;1883;male;1972;Søn;possg;;y;ku1;40.9;negpal;high;back;bk;rd;k;negstr;9.129243;55.128751;89
89;Agerskov;3074;395;1883;male;1972;Søn;possg;;;to1;89.3;negpal;mid;back;bk;rd;t;negstr;9.129243;55.128751;89
90;Agerskov;3074;395;1883;male;1972;Søn;possg;;;te1;68.6;negpal;high;front;nbk;negrd;t;negstr;9.129243;55.128751;89
91;Agerskov;3074;395;1883;male;1972;Søn;possg;;;koe1;48.7;negpal;low;central;nbk;negrd;k;negstr;9.129243;55.128751;89
92;Agerskov;3074;395;1883;male;1972;Søn;possg;;;te1;46.1;negpal;high;front;nbk;negrd;t;negstr;9.129243;55.128751;89
93;Agerskov;3074;395;1883;male;1972;Søn;possg;;;koe1;54;negpal;low;central;nbk;negrd;k;negstr;9.129243;55.128751;89
94;Agerskov;3074;395;1883;male;1972;Søn;possg;;;tar1;41.9;negpal;low;central;nbk;negrd;t;negstr;9.129243;55.128751;89
95;Agerskov;3074;395;1883;male;1972;Søn;possg;;;ku2;33.1;negpal;high;back;bk;rd;k;str;9.129243;55.128751;89
96;Agerskov;3074;395;1883;male;1972;Søn;possg;;;ku1;43.8;negpal;high;back;bk;rd;k;negstr;9.129243;55.128751;89
97;Agerskov;3074;395;1883;male;1972;Søn;possg;;;ku1;32.5;negpal;high;back;bk;rd;k;negstr;9.129243;55.128751;89
98;Agerskov;3074;395;1883;male;1972;Søn;possg;;;kø2;44.3;negpal;mid;front;nbk;rd;k;str;9.129243;55.128751;89
99;Agerskov;3074;395;1883;male;1972;Søn;possg;;;po1;35.7;negpal;mid;back;bk;rd;p;negstr;9.129243;55.128751;89
100;Agerskov;3074;395;1883;male;1972;Søn;possg;;;te1;77.2;negpal;high;front;nbk;negrd;t;negstr;9.129243;55.128751;89
101;Als;1541;353;1893;male;1972;NØ;negsg;voi;;boe1;7.6;negpal;low;central;nbk;negrd;b;negstr;10.287372;56.755434;79
102;Als;1541;353;1893;male;1972;NØ;negsg;;y;bar2;9.1;negpal;low;central;nbk;negrd;b;str;10.287372;56.755434;79
103;Als;1541;353;1893;male;1972;NØ;negsg;voi;;doe1;1.3;negpal;low;central;nbk;negrd;d;negstr;10.287372;56.755434;79
104;Als;1541;353;1893;male;1972;NØ;negsg;voi;;dæ1;3.5;negpal;mid;front;nbk;negrd;d;negstr;10.287372;56.755434;79
105;Als;1541;353;1893;male;1972;NØ;negsg;;y;da1;13.9;negpal;low;front;nbk;negrd;d;negstr;10.287372;56.755434;79
106;Als;1541;353;1893;male;1972;NØ;negsg;voi;;gøe1;3.2;negpal;mid;front;nbk;rd;g;negstr;10.287372;56.755434;79
107;Als;1541;353;1893;male;1972;NØ;negsg;voi;;dy2;5.4;negpal;high;front;nbk;rd;d;str;10.287372;56.755434;79
108;Als;1541;353;1893;male;1972;NØ;negsg;voi;;gar2;18.4;negpal;low;central;nbk;negrd;g;str;10.287372;56.755434;79
109;Als;1541;353;1893;male;1972;NØ;negsg;voi;;dæ1;2;negpal;mid;front;nbk;negrd;d;negstr;10.287372;56.755434;79
110;Als;1541;353;1893;male;1972;NØ;negsg;voi;;goe1;3.4;negpal;low;central;nbk;negrd;g;negstr;10.287372;56.755434;79
111;Als;1541;353;1893;male;1972;NØ;negsg;voi;;de2;12;negpal;high;front;nbk;negrd;d;str;10.287372;56.755434;79
112;Als;1541;353;1893;male;1972;NØ;negsg;;;bø1;9.7;negpal;mid;front;nbk;rd;b;negstr;10.287372;56.755434;79
113;Als;1541;353;1893;male;1972;NØ;negsg;;;dæ2;1.7;negpal;mid;front;nbk;negrd;d;str;10.287372;56.755434;79
114;Als;1541;353;1893;male;1972;NØ;negsg;voi;;gar1;6.1;negpal;low;central;nbk;negrd;g;negstr;10.287372;56.755434;79
115;Als;1541;353;1893;male;1972;NØ;negsg;;y;dæ1;17.9;negpal;mid;front;nbk;negrd;d;negstr;10.287372;56.755434;79
116;Als;1541;353;1893;male;1972;NØ;negsg;;y;dæ1;15.5;negpal;mid;front;nbk;negrd;d;negstr;10.287372;56.755434;79
117;Als;1541;353;1893;male;1972;NØ;negsg;voi;;ga1;5.7;negpal;low;front;nbk;negrd;g;negstr;10.287372;56.755434;79
118;Als;1541;353;1893;male;1972;NØ;negsg;voi;;bø1;12.7;negpal;mid;front;nbk;rd;b;negstr;10.287372;56.755434;79
119;Als;1541;353;1893;male;1972;NØ;negsg;;;da1;5.2;negpal;low;front;nbk;negrd;d;negstr;10.287372;56.755434;79
120;Als;1541;353;1893;male;1972;NØ;negsg;voi;;bø2;15.6;negpal;mid;front;nbk;rd;b;str;10.287372;56.755434;79
121;Als;1541;353;1893;male;1972;NØ;negsg;voi;;gar1;13.4;negpal;low;central;nbk;negrd;g;negstr;10.287372;56.755434;79
122;Als;1541;353;1893;male;1972;NØ;negsg;voi;;gar2;14;negpal;low;central;nbk;negrd;g;str;10.287372;56.755434;79
123;Als;1541;353;1893;male;1972;NØ;negsg;voi;;dæ1;18.8;negpal;mid;front;nbk;negrd;d;negstr;10.287372;56.755434;79
124;Als;1541;353;1893;male;1972;NØ;negsg;voi;;gar2;2.7;negpal;low;central;nbk;negrd;g;str;10.287372;56.755434;79
125;Als;1541;353;1893;male;1972;NØ;negsg;;;gar1;12.7;negpal;low;central;nbk;negrd;g;negstr;10.287372;56.755434;79
126;Als;1541;353;1893;male;1972;NØ;negsg;voi;;bø2;16.1;negpal;mid;front;nbk;rd;b;str;10.287372;56.755434;79
127;Als;1541;353;1893;male;1972;NØ;negsg;;;da2;12;negpal;low;front;nbk;negrd;d;str;10.287372;56.755434;79
128;Als;1541;353;1893;male;1972;NØ;negsg;voi;;bå2;17.4;negpal;mid;back;bk;rd;b;str;10.287372;56.755434;79
129;Als;1541;353;1893;male;1972;NØ;negsg;;y;da1;13.2;negpal;low;front;nbk;negrd;d;negstr;10.287372;56.755434;79
130;Als;1541;353;1893;male;1972;NØ;negsg;;;dar1;4;negpal;low;central;nbk;negrd;d;negstr;10.287372;56.755434;79
131;Als;1541;353;1893;male;1972;NØ;negsg;voi;;gi2;5.5;negpal;high;front;nbk;negrd;g;str;10.287372;56.755434;79
132;Als;1541;353;1893;male;1972;NØ;negsg;voi;;doe2;3.1;negpal;low;central;nbk;negrd;d;str;10.287372;56.755434;79
133;Als;1541;353;1893;male;1972;NØ;negsg;;;gi1;11.1;negpal;high;front;nbk;negrd;g;negstr;10.287372;56.755434;79
134;Als;1541;353;1893;male;1972;NØ;negsg;;y;da1;13.2;negpal;low;front;nbk;negrd;d;negstr;10.287372;56.755434;79
135;Als;1541;353;1893;male;1972;NØ;negsg;voi;;gi2;6.8;negpal;high;front;nbk;negrd;g;str;10.287372;56.755434;79
136;Als;1541;353;1893;male;1972;NØ;negsg;;y;dæ1;10.9;negpal;mid;front;nbk;negrd;d;negstr;10.287372;56.755434;79
137;Als;1541;353;1893;male;1972;NØ;negsg;;y;da1;5.9;negpal;low;front;nbk;negrd;d;negstr;10.287372;56.755434;79
138;Als;1541;353;1893;male;1972;NØ;negsg;voi;;be2;8.6;negpal;high;front;nbk;negrd;b;str;10.287372;56.755434;79
139;Als;1541;353;1893;male;1972;NØ;negsg;voi;;bx1;1.5;negpal;mid;central;nbk;negrd;b;negstr;10.287372;56.755434;79
140;Als;1541;353;1893;male;1972;NØ;negsg;;;bår1;9.9;negpal;low;back;bk;rd;b;negstr;10.287372;56.755434;79
141;Als;1541;353;1893;male;1972;NØ;negsg;;;gar1;2.7;negpal;low;central;nbk;negrd;g;negstr;10.287372;56.755434;79
142;Als;1541;353;1893;male;1972;NØ;negsg;voi;;gar1;6.8;negpal;low;central;nbk;negrd;g;negstr;10.287372;56.755434;79
143;Als;1541;353;1893;male;1972;NØ;negsg;;y;di1;11.7;negpal;high;front;nbk;negrd;d;negstr;10.287372;56.755434;79
144;Als;1541;353;1893;male;1972;NØ;negsg;voi;;bøe2;2.8;negpal;mid;front;nbk;rd;b;str;10.287372;56.755434;79
145;Als;1541;353;1893;male;1972;NØ;negsg;voi;;dar1;3.1;negpal;low;central;nbk;negrd;d;negstr;10.287372;56.755434;79
146;Als;1541;353;1893;male;1972;NØ;negsg;;;bx1;7.9;negpal;mid;central;nbk;negrd;b;negstr;10.287372;56.755434;79
147;Als;1541;353;1893;male;1972;NØ;possg;;;kjø1;51.3;pal;mid;front;nbk;rd;k;negstr;10.287372;56.755434;79
148;Als;1541;353;1893;male;1972;NØ;possg;;;te1;29.4;negpal;high;front;nbk;negrd;t;negstr;10.287372;56.755434;79
149;Als;1541;353;1893;male;1972;NØ;possg;;;pe2;14.1;negpal;high;front;nbk;negrd;p;str;10.287372;56.755434;79
150;Als;1541;353;1893;male;1972;NØ;possg;;;te1;81.9;negpal;high;front;nbk;negrd;t;negstr;10.287372;56.755434;79
151;Als;1541;353;1893;male;1972;NØ;possg;;;ka1;53.1;negpal;low;front;nbk;negrd;k;negstr;10.287372;56.755434;79
152;Als;1541;353;1893;male;1972;NØ;possg;;;tar2;30.9;negpal;low;central;nbk;negrd;t;str;10.287372;56.755434;79
153;Als;1541;353;1893;male;1972;NØ;possg;;;koe1;30.2;negpal;low;central;nbk;negrd;k;negstr;10.287372;56.755434;79
154;Als;1541;353;1893;male;1972;NØ;possg;;;tar2;27.3;negpal;low;central;nbk;negrd;t;str;10.287372;56.755434;79
155;Als;1541;353;1893;male;1972;NØ;possg;;;ka2;56.1;negpal;low;front;nbk;negrd;k;str;10.287372;56.755434;79
156;Als;1541;353;1893;male;1972;NØ;possg;;y;tar2;24.9;negpal;low;central;nbk;negrd;t;str;10.287372;56.755434;79
157;Als;1541;353;1893;male;1972;NØ;possg;;y;te1;38.6;negpal;high;front;nbk;negrd;t;negstr;10.287372;56.755434;79
158;Als;1541;353;1893;male;1972;NØ;possg;;;ka1;30.2;negpal;low;front;nbk;negrd;k;negstr;10.287372;56.755434;79
159;Als;1541;353;1893;male;1972;NØ;possg;;;te1;28.2;negpal;high;front;nbk;negrd;t;negstr;10.287372;56.755434;79
160;Als;1541;353;1893;male;1972;NØ;possg;;;ta1;22;negpal;low;front;nbk;negrd;t;negstr;10.287372;56.755434;79
161;Als;1541;353;1893;male;1972;NØ;possg;;;tar2;15;negpal;low;central;nbk;negrd;t;str;10.287372;56.755434;79
162;Als;1541;353;1893;male;1972;NØ;possg;;y;te1;39;negpal;high;front;nbk;negrd;t;negstr;10.287372;56.755434;79
163;Als;1541;353;1893;male;1972;NØ;possg;;;ka1;52.8;negpal;low;front;nbk;negrd;k;negstr;10.287372;56.755434;79
164;Als;1541;353;1893;male;1972;NØ;possg;;;tar1;14.7;negpal;low;central;nbk;negrd;t;negstr;10.287372;56.755434;79
165;Als;1541;353;1893;male;1972;NØ;possg;;;ka1;38.8;negpal;low;front;nbk;negrd;k;negstr;10.287372;56.755434;79
166;Als;1541;353;1893;male;1972;NØ;possg;;y;ka1;41.8;negpal;low;front;nbk;negrd;k;negstr;10.287372;56.755434;79
167;Als;1541;353;1893;male;1972;NØ;possg;;;ka1;46.4;negpal;low;front;nbk;negrd;k;negstr;10.287372;56.755434;79
168;Als;1541;353;1893;male;1972;NØ;possg;;;ty1;39.8;negpal;high;front;nbk;rd;t;negstr;10.287372;56.755434;79
169;Als;1541;353;1893;male;1972;NØ;possg;;;pe2;19.6;negpal;high;front;nbk;negrd;p;str;10.287372;56.755434;79
170;Als;1541;353;1893;male;1972;NØ;possg;;;te2;15.8;negpal;high;front;nbk;negrd;t;str;10.287372;56.755434;79
171;Als;1541;353;1893;male;1972;NØ;possg;;;koe1;31;negpal;low;central;nbk;negrd;k;negstr;10.287372;56.755434;79
172;Als;1541;353;1893;male;1972;NØ;possg;;;ka1;28.8;negpal;low;front;nbk;negrd;k;negstr;10.287372;56.755434;79
173;Als;1541;353;1893;male;1972;NØ;possg;;;to2;35.4;negpal;mid;back;bk;rd;t;str;10.287372;56.755434;79
174;Als;1541;353;1893;male;1972;NØ;possg;;;te1;38.2;negpal;high;front;nbk;negrd;t;negstr;10.287372;56.755434;79
175;Als;1541;353;1893;male;1972;NØ;possg;;;tja2;34.9;pal;low;front;nbk;negrd;t;str;10.287372;56.755434;79
176;Als;1541;353;1893;male;1972;NØ;possg;;y;på1;33;negpal;mid;back;bk;rd;p;negstr;10.287372;56.755434;79
177;Als;1541;353;1893;male;1972;NØ;possg;;;på1;22.9;negpal;mid;back;bk;rd;p;negstr;10.287372;56.755434;79
178;Als;1541;353;1893;male;1972;NØ;possg;;;kar2;34.1;negpal;low;central;nbk;negrd;k;str;10.287372;56.755434;79
179;Als;1541;353;1893;male;1972;NØ;possg;;;ti1;29.1;negpal;high;front;nbk;negrd;t;negstr;10.287372;56.755434;79
180;Als;1541;353;1893;male;1972;NØ;possg;;;koe1;39.4;negpal;low;central;nbk;negrd;k;negstr;10.287372;56.755434;79
181;Als;1541;353;1893;male;1972;NØ;possg;;;par1;32.3;negpal;low;central;nbk;negrd;p;negstr;10.287372;56.755434;79
182;Als;1541;353;1893;male;1972;NØ;possg;;;tu2;40.5;negpal;high;back;bk;rd;t;str;10.287372;56.755434;79
183;Als;1541;353;1893;male;1972;NØ;possg;;;ku1;27.7;negpal;high;back;bk;rd;k;negstr;10.287372;56.755434;79
184;Als;1541;353;1893;male;1972;NØ;possg;;;ka1;39.6;negpal;low;front;nbk;negrd;k;negstr;10.287372;56.755434;79
185;Als;1541;353;1893;male;1972;NØ;possg;;;kar1;52.8;negpal;low;central;nbk;negrd;k;negstr;10.287372;56.755434;79
186;Als;1541;353;1893;male;1972;NØ;possg;;y;te1;62.4;negpal;high;front;nbk;negrd;t;negstr;10.287372;56.755434;79
187;Als;1541;353;1893;male;1972;NØ;possg;;;to1;22.3;negpal;mid;back;bk;rd;t;negstr;10.287372;56.755434;79
188;Als;1541;353;1893;male;1972;NØ;possg;;;kø1;44;negpal;mid;front;nbk;rd;k;negstr;10.287372;56.755434;79
189;Als;1541;353;1893;male;1972;NØ;possg;;;koe1;46.6;negpal;low;central;nbk;negrd;k;negstr;10.287372;56.755434;79
190;Als;1541;353;1893;male;1972;NØ;possg;;;kjø2;41.1;pal;mid;front;nbk;rd;k;str;10.287372;56.755434;79
191;Als;1541;353;1893;male;1972;NØ;possg;;;ku2;51.5;negpal;high;back;bk;rd;k;str;10.287372;56.755434;79
192;Als;1541;353;1893;male;1972;NØ;possg;;;på1;25.8;negpal;mid;back;bk;rd;p;negstr;10.287372;56.755434;79
193;Als;1541;353;1893;male;1972;NØ;possg;;;ko1;63.4;negpal;mid;back;bk;rd;k;negstr;10.287372;56.755434;79
194;Als;1541;353;1893;male;1972;NØ;possg;;;ku1;30.2;negpal;high;back;bk;rd;k;negstr;10.287372;56.755434;79
195;Als;1541;353;1893;male;1972;NØ;possg;;;pi2;18.8;negpal;high;front;nbk;negrd;p;str;10.287372;56.755434;79
196;Als;1541;353;1893;male;1972;NØ;possg;;;på1;23.5;negpal;mid;back;bk;rd;p;negstr;10.287372;56.755434;79
197;Ansager;2616;1210;1895;male;1975;Sy;negsg;;y;da1;15.3;negpal;low;front;nbk;negrd;d;negstr;8.755025;55.703423;80
